sp,support,woodiness,nfixing
Gossypium barbadense,F,W,No
Gossypium herbaceum,F,H,NA
Gossypium hirsutum,F,W,No
Gossypium stocksii,F,W,NA
Gossypium sturtianum,F,W,NA
Gossypium triphyllum,F,NA,NA
Gouania acreana,C,NA,NA
Gouania adenopoda,C,NA,NA
Gouania alnifolia,C,NA,NA
Gouania ambrensis,C,NA,NA
Gouania blanchetiana,C,NA,NA
Gouania callmanderi,C,NA,NA
Gouania colombiana,C,NA,NA
Gouania colurnifolia,C,NA,NA
Gouania cornifolia,C,NA,NA
Gouania corylifolia,C,NA,NA
Gouania cupreifolia,C,NA,NA
Gouania cupuliflora,C,NA,NA
Gouania discolor,C,NA,NA
Gouania frangulifolia,C,NA,NA
Gouania gautieri,C,NA,NA
Gouania inornata,C,NA,NA
Gouania javanica,C,NA,NA
Gouania latifolia,C,NA,NA
Gouania leptostachya,C,NA,NA
Gouania lineata,C,NA,NA
Gouania longipetala,C,NA,NA
Gouania longispicata,C,NA,NA
Gouania lupuloides,C,W,NA
Gouania microcarpa,C,NA,NA
Gouania mollis,C,NA,NA
Gouania perrieri,C,NA,NA
Gouania phillipsonii,C,NA,NA
Gouania polygama,C,NA,NA
Gouania pyrifolia,C,NA,NA
Gouania richii,C,NA,NA
Gouania riparia,C,NA,NA
Gouania rosei,C,W,NA
Gouania stipularis,C,NA,NA
Gouania striata,C,NA,NA
Gouania taolagnarensis,C,NA,NA
Gouania trichodonta,C,NA,NA
Gouania ulmifolia,C,NA,NA
Gouania velutina,C,NA,NA
Gouania virgata,C,NA,NA
Gouania vitifolia,C,NA,NA
Gouania zebrifolia,C,NA,NA
Gouinia barbata,F,NA,NA
Gouinia brasiliensis,F,NA,NA
Gouinia cearensis,F,NA,NA
Gouinia gracilis,F,NA,NA
Gouinia guatemalensis,F,NA,NA
Gouinia isabelensis,F,NA,NA
Gouinia latifolia,F,NA,No
Gouinia longiramea,F,NA,NA
Gouinia mexicana,F,NA,NA
Gouinia papillosa,F,NA,NA
Gouinia paraguayensis,F,NA,NA
Gouinia ramosa,F,NA,NA
Gouinia tortuosa,F,NA,NA
Gouinia virgata,F,NA,NA
Goupia glabra,F,W,No
Govenia alba,F,NA,NA
Govenia bella,F,NA,NA
Govenia ciliilabia,F,NA,NA
Govenia dressleriana,F,NA,NA
Govenia elliptica,F,NA,NA
Govenia fasciata,F,NA,NA
Govenia floridana,F,NA,NA
Govenia greenwoodii,F,NA,NA
Govenia jouyana,F,NA,NA
Govenia lagenophora,F,NA,NA
Govenia liliacea,F,H,NA
Govenia matudae,F,NA,NA
Govenia praecox,F,NA,NA
Govenia purpusii,F,NA,NA
Govenia quadriplicata,F,NA,NA
Govenia rubellilabia,F,NA,NA
Govenia sodiroi,F,NA,NA
Govenia superba,F,NA,NA
Govenia tequilana,F,NA,NA
Govenia tingens,F,NA,NA
Govenia utriculata,F,NA,NA
Govenia viaria,F,NA,NA
Govenia vilcabambana,F,NA,NA
Goyazia petraea,F,NA,NA
Goyazia rupicola,F,H,NA
Grabowskia boerhaaviifolia,F,NA,NA
Grabowskia sodiroi,F,NA,NA
Graderia fruticosa,P,NA,NA
Graderia linearifolia,P,NA,NA
Graderia scabra,P,W,NA
Graderia subintegra,P,NA,NA
Graellsia chitralensis,F,NA,NA
Graffenrieda anomala,E,NA,NA
Graffenrieda beautiful,F,NA,NA
Graffenrieda caryophyllea,F,NA,NA
Graffenrieda conostegioides,F,NA,NA
Graffenrieda cucullata,F,NA,NA
Graffenrieda emarginata,F,W,NA
Graffenrieda galeottii,F,NA,NA
Graffenrieda gentlei,F,NA,NA
Graffenrieda glandulosa,F,NA,NA
Graffenrieda gracilis,F,NA,NA
Graffenrieda intermedia,F,NA,NA
Graffenrieda laevicarpa,F,NA,NA
Graffenrieda latifolia,F,W,NA
Graffenrieda limbata,F,NA,NA
Graffenrieda miconioides,F,NA,NA
Graffenrieda micrantha,F,NA,NA
Graffenrieda moaensis,F,NA,NA
Graffenrieda obliqua,F,NA,NA
Graffenrieda patens,C,NA,NA
Graffenrieda polymera,F,NA,NA
Graffenrieda rupestris,F,NA,NA
Graffenrieda santamartensis,F,NA,NA
Graffenrieda sessilifolia,F,NA,NA
Graffenrieda weddellii,F,NA,NA
Grahamia australiana,F,NA,NA
Grammangis ellisii,E,NA,NA
Grammangis spectabilis,E,NA,NA
Grammatophyllum elegans,E,NA,NA
Grammatophyllum kinabaluense,E,NA,NA
Grammatophyllum martae,E,NA,NA
Grammatophyllum measuresianum,E,NA,NA
Grammatophyllum multiflorum,E,NA,NA
Grammatophyllum ravanii,E,NA,NA
Grammatophyllum rumphianum,E,NA,NA
Grammatophyllum schmidtianum,E,NA,NA
Grammatophyllum scriptum,E,NA,NA
Grammatophyllum speciosum,E,H,NA
Grammatophyllum stapeliiflorum,E,NA,NA
Grammatophyllum wallisii,E,NA,NA
Grammatotheca bergiana,F,H,NA
Grammitis anfractuosa,E,NA,NA
Grammitis basalis,E,NA,NA
Grammitis bryophila,E,NA,NA
Grammitis bufonis,E,NA,NA
Grammitis copelandii,E,NA,NA
Grammitis cryptophlebia,E,NA,NA
Grammitis cuencana,E,NA,NA
Grammitis daguensis,E,NA,NA
Grammitis holophlebia,E,NA,NA
Grammitis kyimbilensis,E,NA,NA
Grammitis melanotrichia,E,NA,NA
Grammitis obtusa,E,NA,NA
Grammitis pellucidovenosa,E,NA,NA
Grammitis pygmaea,E,NA,NA
Grammitis recondita,E,NA,NA
Grammitis subsessilis,E,NA,NA
Grammitis synsora,E,NA,NA
Grammosolen dixonii,F,W,NA
Grammosolen truncatus,F,W,NA
Grandiphyllum auricula,E,NA,NA
Grandiphyllum divaricatum,E,NA,NA
Grandiphyllum edwallii,E,NA,NA
Grandiphyllum hians,E,NA,NA
Grandiphyllum micranthum,E,NA,NA
Grandiphyllum pohlianum,E,NA,NA
Grandiphyllum schunkeanum,E,NA,NA
Grangea anthemoides,F,NA,NA
Grangea gossypina,F,NA,NA
Grangea lyrata,F,NA,NA
Grangea madagascariensis,F,NA,NA
Grangea maderaspatana,F,NA,NA
Grangeopsis perrieri,F,NA,NA
Grangeria borbonica,F,W,NA
Grangeria porosa,F,W,NA
Graphephorum melicoides,F,NA,NA
Graphephorum wolfii,F,NA,NA
Graphistemma pictum,C,NA,NA
Graphorkis concolor,E,NA,NA
Graphorkis ecalcarata,E,NA,NA
Graphorkis lurida,E,H,NA
Graphorkis medemiae,E,NA,NA
Graptopetalum amethystinum,F,NA,NA
Graptopetalum bartramii,F,NA,NA
Graptopetalum bellum,F,NA,NA
Graptopetalum filiferum,F,NA,NA
Graptopetalum fruticosum,F,NA,NA
Graptopetalum grande,F,NA,NA
Graptopetalum macdougallii,F,NA,NA
Graptopetalum marginatum,F,NA,NA
Graptopetalum mendozae,F,NA,NA
Graptopetalum occidentale,F,NA,NA
Graptopetalum pachyphyllum,F,NA,NA
Graptopetalum paraguayense,F,NA,NA
Graptopetalum pentandrum,F,NA,NA
Graptopetalum pusillum,F,NA,NA
Graptopetalum rusbyi,F,NA,NA
Graptopetalum saxifragoides,F,NA,NA
Graptophyllum insularum,F,NA,NA
Graptophyllum pictum,F,NA,NA
Gratiola pedunculata,F,NA,NA
Gratiola peruviana,F,NA,NA
Gratiola pubescens,F,NA,NA
Gratiola pumilo,F,NA,NA
Gratwickia monochaeta,F,NA,NA
Gravesia aberrans,F,NA,NA
Gravesia alata,F,NA,NA
Gravesia ambrensis,C,NA,NA
Gravesia angustisepala,C,NA,NA
Gravesia apiculata,C,NA,NA
Gravesia biporosa,F,NA,NA
Gravesia bullosa,F,NA,NA
Gravesia cauliflora,F,NA,NA
Gravesia cistoides,F,NA,NA
Gravesia dichaetantheroides,F,NA,NA
Gravesia dionychaefolia,C,NA,NA
Gravesia diversifolia,C,NA,NA
Gravesia ecalcarata,F,NA,NA
Gravesia elongata,F,NA,NA
Gravesia guttata,F,NA,NA
Gravesia hederoides,C,NA,NA
Gravesia heterophylla,F,NA,NA
Gravesia hispida,F,NA,NA
Gravesia inappendiculata,F,NA,NA
Gravesia lanceolata,C,NA,NA
Gravesia longifolia,F,NA,NA
Gravesia lutea,F,NA,NA
Gravesia macrophylla,F,NA,NA
Gravesia magnifolia,F,NA,NA
Gravesia marojejyensis,F,NA,NA
Gravesia medinilloides,C,NA,NA
Gravesia microphylla,C,NA,NA
Gravesia minutidentata,F,NA,NA
Gravesia nigrescens,C,NA,NA
Gravesia nigro-ferruginea,C,NA,NA
Gravesia oblanceolata,F,NA,NA
Gravesia oblongifolia,F,NA,NA
Gravesia parvifolia,C,NA,NA
Gravesia pauciflora,F,NA,NA
Gravesia pilosula,F,NA,NA
Gravesia pterocaulon,F,NA,NA
Gravesia ramosa,F,NA,NA
Gravesia rienanensis,F,NA,NA
Gravesia rubiginosa,F,NA,NA
Gravesia rubra,F,NA,NA
Gravesia sambiranensis,C,NA,NA
Gravesia scandens,C,NA,NA
Gravesia scripta,F,NA,NA
Gravesia serpens,C,NA,NA
Gravesia stipulata,C,NA,NA
Gravesia subglobosa,C,NA,NA
Gravesia tetramera,F,NA,NA
Gravesia tetraptera,F,NA,NA
Gravesia tricaudata,F,NA,NA
Gravesia variesetosa,F,NA,NA
Gravesia venusta,C,NA,NA
Gravesia vestita,F,NA,NA
Gravesia viscosa,F,W,NA
Grazielanthus arkeocarpus,C,NA,NA
Grazielia intermedia,F,NA,NA
Greenwayodendron suaveolens,F,W,NA
Greigia acebeyi,F,NA,NA
Greigia alborosea,F,NA,NA
Greigia aristeguietae,F,NA,NA
Greigia atrobrunnea,F,NA,NA
Greigia atrocastanea,F,NA,NA
Greigia berteroi,F,NA,NA
Greigia cochabambae,F,NA,NA
Greigia collina,F,NA,NA
Greigia columbiana,F,NA,NA
Greigia danielii,F,NA,NA
Greigia exserta,F,NA,NA
Greigia kessleri,F,NA,NA
Greigia landbeckii,F,NA,NA
Greigia leymebambana,F,NA,NA
Greigia macbrideana,F,NA,NA
Greigia marioi,F,NA,NA
Greigia membranacea,F,NA,NA
Greigia mulfordii,F,H,NA
Greigia nubigena,F,NA,NA
Greigia oaxacana,F,NA,NA
Greigia ocellata,F,NA,NA
Greigia pearcei,F,NA,NA
Greigia racinae,F,NA,NA
Greigia raporum,F,NA,NA
Greigia rohwederi,F,NA,NA
Greigia sanctae-martae,F,NA,NA
Greigia sodiroana,F,NA,NA
Greigia sphacelata,F,H,NA
Greigia stenolepis,F,NA,NA
Greigia steyermarkii,F,NA,NA
Greigia sylvicola,F,NA,NA
Greigia tillettii,F,NA,NA
Greigia van-hyningii,F,NA,NA
Greigia vilcabambae,F,NA,NA
Greigia vulcanica,F,NA,NA
Greslania circinnata,F,NA,NA
Greslania montana,F,NA,NA
Greslania multiflora,F,NA,NA
Greslania rivularis,F,NA,NA
Grevea madagascariensis,F,NA,NA
Grevillea acacioides,F,W,NA
Grevillea acanthifolia,F,W,NA
Grevillea acerata,F,W,NA
Grevillea acrobotrya,F,W,NA
Grevillea acropogon,F,W,NA
Grevillea acuaria,F,W,NA
Grevillea adenotricha,F,W,NA
Grevillea agrifolia,F,W,NA
Grevillea albiflora,F,W,NA
Grevillea alpina,F,W,NA
Grevillea alpivaga,F,W,NA
Grevillea althoferorum,F,W,NA
Grevillea amplexans,F,W,NA
Grevillea anethifolia,F,W,No
Grevillea aneura,F,W,No
Grevillea angulata,F,W,NA
Grevillea angustiloba,F,NA,NA
Grevillea annulifera,F,W,NA
Grevillea aquifolium,F,W,NA
Grevillea arenaria,F,W,NA
Grevillea argyrophylla,F,W,NA
Grevillea armigera,F,W,NA
Grevillea asparagoides,F,W,NA
Grevillea aspera,F,W,NA
Grevillea aspleniifolia,F,W,NA
Grevillea asteriscosa,F,W,NA
Grevillea aurea,F,W,NA
Grevillea australis,F,W,NA
Grevillea baileyana,F,W,NA
Grevillea banksii,F,W,NA
Grevillea banyabba,F,W,NA
Grevillea barklyana,F,W,NA
Grevillea batrachioides,F,W,NA
Grevillea baueri,F,W,NA
Grevillea baxteri,F,W,NA
Grevillea beadleana,F,W,NA
Grevillea beardiana,F,W,NA
Grevillea bedggoodiana,F,W,NA
Grevillea bemboka,F,NA,NA
Grevillea benthamiana,F,W,NA
Grevillea berryana,F,W,NA
Grevillea biformis,F,W,NA
Grevillea bipinnatifida,F,W,NA
Grevillea biternata,F,W,NA
Grevillea brachystachya,F,W,NA
Grevillea brachystylis,F,W,NA
Grevillea bracteosa,F,W,NA
Grevillea brevifolia,F,W,NA
Grevillea brevis,F,W,NA
Grevillea bronweniae,F,NA,NA
Grevillea buxifolia,F,W,No
Grevillea byrnesii,F,W,NA
Grevillea cagiana,F,W,NA
Grevillea calcicola,F,W,NA
Grevillea caleyi,F,W,NA
Grevillea calliantha,F,W,NA
Grevillea callichlaena,F,NA,NA
Grevillea candelabroides,F,W,NA
Grevillea candicans,F,W,NA
Grevillea candolleana,F,W,NA
Grevillea capitellata,F,W,NA
Grevillea celata,F,W,NA
Grevillea centristigma,F,W,NA
Grevillea ceratocarpa,F,W,NA
Grevillea cheilocarpa,F,W,NA
Grevillea christiniae,F,W,NA
Grevillea chrysophaea,F,W,NA
Grevillea cirsiifolia,F,W,NA
Grevillea coccinea,F,W,NA
Grevillea commutata,F,W,NA
Grevillea concinna,F,W,NA
Grevillea confertifolia,F,W,NA
Grevillea coriacea,F,W,NA
Grevillea corrugata,F,W,NA
Grevillea costata,F,W,NA
Grevillea crassifolia,F,W,NA
Grevillea cravenii,F,W,NA
Grevillea crithmifolia,F,W,NA
Grevillea crowleyae,F,W,NA
Grevillea cunninghamii,F,W,NA
Grevillea curviloba,F,W,NA
Grevillea cyranostigma,F,W,NA
Grevillea decipiens,F,W,NA
Grevillea decora,F,W,NA
Grevillea decurrens,F,W,No
Grevillea deflexa,F,W,NA
Grevillea delta,F,W,NA
Grevillea depauperata,F,W,NA
Grevillea didymobotrya,F,W,NA
Grevillea dielsiana,F,W,NA
Grevillea diffusa,F,W,NA
Grevillea dilatata,F,NA,NA
Grevillea dimidiata,F,W,No
Grevillea diminuta,F,W,NA
Grevillea dimorpha,F,W,NA
Grevillea disjuncta,F,W,NA
Grevillea dissecta,F,W,NA
Grevillea divaricata,F,W,NA
Grevillea diversifolia,F,W,NA
Grevillea dolichopoda,F,W,NA
Grevillea donaldiana,F,W,NA
Grevillea drummondii,F,W,NA
Grevillea dryandri,F,W,NA
Grevillea dryandroides,F,W,NA
Grevillea dryophylla,F,W,NA
Grevillea dunlopii,F,W,NA
Grevillea elbertii,F,NA,NA
Grevillea elongata,F,W,NA
Grevillea endlicheriana,F,W,NA
Grevillea epicroca,F,W,NA
Grevillea erectiloba,F,W,NA
Grevillea eremophila,F,W,NA
Grevillea erinacea,F,W,NA
Grevillea eriobotrya,F,W,NA
Grevillea eriostachya,F,W,NA
Grevillea eryngioides,F,W,NA
Grevillea erythroclada,F,W,NA
Grevillea evanescens,F,W,NA
Grevillea evansiana,F,W,NA
Grevillea excelsior,F,W,NA
Grevillea exposita,F,W,NA
Grevillea extorris,F,W,NA
Grevillea exul,F,W,NA
Grevillea fasciculata,F,W,NA
Grevillea fastigiata,F,W,NA
Grevillea fililoba,F,W,NA
Grevillea fistulosa,F,W,NA
Grevillea flexuosa,F,W,NA
Grevillea floribunda,F,W,No
Grevillea florida,F,W,NA
Grevillea floripendula,F,W,NA
Grevillea formosa,F,W,NA
Grevillea fulgens,F,W,NA
Grevillea fuscolutea,F,W,NA
Grevillea gariwerdensis,F,W,NA
Grevillea georgeana,F,W,NA
Grevillea gillivrayi,F,W,NA
Grevillea glabrescens,F,W,NA
Grevillea glauca,F,W,NA
Grevillea globosa,F,W,NA
Grevillea glossadenia,F,W,NA
Grevillea goodii,F,W,NA
Grevillea gordoniana,F,W,NA
Grevillea granulifera,F,W,NA
Grevillea granulosa,F,W,NA
Grevillea guthrieana,F,W,NA
Grevillea hakeoides,F,W,NA
Grevillea halmaturina,F,W,NA
Grevillea haplantha,F,W,NA
Grevillea heliosperma,F,W,NA
Grevillea helmsiae,F,W,NA
Grevillea hilliana,F,W,NA
Grevillea hirtella,F,W,NA
Grevillea hislopii,F,NA,NA
Grevillea hockingsii,F,W,NA
Grevillea hodgei,F,W,NA
Grevillea hookeriana,F,W,NA
Grevillea hugelii,F,W,NA
Grevillea humifusa,F,W,NA
Grevillea humilis,F,W,NA
Grevillea iaspicula,F,W,NA
Grevillea ilicifolia,F,W,NA
Grevillea imberbis,F,W,NA
Grevillea inconspicua,F,W,NA
Grevillea incrassata,F,W,NA
Grevillea incurva,F,W,NA
Grevillea infecunda,F,W,NA
Grevillea infundibularis,F,W,NA
Grevillea insignis,F,W,NA
Grevillea integrifolia,F,W,NA
Grevillea intricata,F,W,NA
Grevillea involucrata,F,W,NA
Grevillea irrasa,F,W,NA
Grevillea jephcottii,F,W,NA
Grevillea johnsonii,F,W,NA
Grevillea juncifolia,F,W,No
Grevillea juniperina,F,W,NA
Grevillea kedumbensis,F,W,NA
Grevillea kenneallyi,F,W,NA
Grevillea kennedyana,F,W,NA
Grevillea kirkalocka,F,NA,NA
Grevillea lanigera,F,W,NA
Grevillea latifolia,F,W,NA
Grevillea laurifolia,F,W,NA
Grevillea lavandulacea,F,W,NA
Grevillea leiophylla,F,W,NA
Grevillea leptobotrys,F,W,NA
Grevillea leptopoda,F,W,NA
Grevillea leucoclada,F,W,NA
Grevillea leucopteris,F,W,NA
Grevillea levis,F,W,NA
Grevillea linearifolia,F,W,NA
Grevillea linsmithii,F,W,NA
Grevillea lissopleura,F,W,NA
Grevillea longicuspis,F,W,NA
Grevillea longifolia,F,W,NA
Grevillea longistyla,F,W,NA
Grevillea lullfitzii,F,W,NA
Grevillea maccutcheonii,F,NA,NA
Grevillea macleayana,F,W,NA
Grevillea maherae,F,W,NA
Grevillea makinsonii,F,W,NA
Grevillea manglesii,F,W,NA
Grevillea manglesioides,F,W,NA
Grevillea marriottii,F,W,NA
Grevillea masonii,F,W,NA
Grevillea maxwellii,F,W,NA
Grevillea meisneri,F,NA,NA
Grevillea metamorpha,F,W,NA
Grevillea micrantha,F,W,NA
Grevillea microstegia,F,W,NA
Grevillea microstyla,F,W,NA
Grevillea mimosoides,F,W,No
Grevillea miniata,F,W,NA
Grevillea minutiflora,F,W,NA
Grevillea miqueliana,F,W,NA
Grevillea mollis,F,W,NA
Grevillea molyneuxii,F,W,NA
Grevillea monslacana,F,W,NA
Grevillea montana,F,W,NA
Grevillea monticola,F,W,NA
Grevillea montis-cole,F,W,NA
Grevillea mucronulata,F,W,NA
Grevillea muelleri,F,W,NA
Grevillea murex,F,W,NA
Grevillea muricata,F,W,NA
Grevillea myosodes,F,W,NA
Grevillea nana,F,W,NA
Grevillea nematophylla,F,W,NA
Grevillea neurophylla,F,W,NA
Grevillea newbeyi,F,W,NA
Grevillea nivea,F,NA,NA
Grevillea nudiflora,F,W,NA
Grevillea obliquistigma,F,W,NA
Grevillea obtecta,F,W,NA
Grevillea obtusiflora,F,W,NA
Grevillea obtusifolia,F,W,NA
Grevillea occidentalis,F,W,NA
Grevillea oldei,F,W,NA
Grevillea oleoides,F,W,NA
Grevillea oligantha,F,W,NA
Grevillea oligomera,F,W,NA
Grevillea olivacea,F,W,NA
Grevillea oncogyne,F,W,NA
Grevillea orientalis,F,NA,NA
Grevillea oxyantha,F,W,NA
Grevillea pachylostyla,F,W,NA
Grevillea paniculata,F,W,NA
Grevillea papillosa,F,W,NA
Grevillea papuana,F,W,NA
Grevillea paradoxa,F,W,NA
Grevillea parallela,F,W,NA
Grevillea parallelinervis,F,W,NA
Grevillea parviflora,F,W,NA
Grevillea parvula,F,W,NA
Grevillea patentiloba,F,W,NA
Grevillea patulifolia,F,W,NA
Grevillea pauciflora,F,W,NA
Grevillea pectinata,F,W,NA
Grevillea petrophiloides,F,W,NA
Grevillea phanerophlebia,F,W,NA
Grevillea phillipsiana,F,W,NA
Grevillea phylicoides,F,W,NA
Grevillea pilosa,F,W,NA
Grevillea pilulifera,F,W,NA
Grevillea pimeleoides,F,W,NA
Grevillea pinaster,F,W,NA
Grevillea pinifolia,F,W,NA
Grevillea pityophylla,F,W,NA
Grevillea pluricaulis,F,W,NA
Grevillea plurijuga,F,W,NA
Grevillea polyacida,F,W,NA
Grevillea polybotrya,F,W,NA
Grevillea polybractea,F,W,NA
Grevillea polychroma,F,NA,NA
Grevillea prasina,F,W,NA
Grevillea preissei,F,NA,NA
Grevillea prominens,F,W,NA
Grevillea prostrata,F,W,NA
Grevillea psilantha,F,W,NA
Grevillea pteridifolia,F,W,No
Grevillea pterosperma,F,W,NA
Grevillea pulchella,F,W,NA
Grevillea punctata,F,W,NA
Grevillea pungens,F,W,NA
Grevillea punicea,F,NA,NA
Grevillea pyramidalis,F,W,No
Grevillea pythara,F,W,NA
Grevillea quadricauda,F,W,NA
Grevillea quercifolia,F,W,NA
Grevillea quinquenervis,F,W,NA
Grevillea ramosissima,F,W,NA
Grevillea rara,F,W,NA
Grevillea raybrownii,F,W,NA
Grevillea refracta,F,W,NA
Grevillea renwickiana,F,W,NA
Grevillea repens,F,NA,NA
Grevillea reptans,F,W,NA
Grevillea rhizomatosa,F,W,NA
Grevillea rhyolitica,F,W,NA
Grevillea rigida,F,W,NA
Grevillea ripicola,F,W,NA
Grevillea rivularis,F,W,NA
Grevillea robusta,F,W,No
Grevillea rogersoniana,F,W,NA
Grevillea rosieri,F,W,NA
Grevillea rosmarinifolia,F,W,NA
Grevillea roycei,F,W,NA
Grevillea rubicunda,F,W,NA
Grevillea rudis,F,W,NA
Grevillea saccata,F,W,NA
Grevillea sarissa,F,W,NA
Grevillea scabra,F,W,NA
Grevillea scabrida,F,W,NA
Grevillea scapigera,F,W,NA
Grevillea scortechinii,F,W,NA
Grevillea secunda,F,W,NA
Grevillea sericea,F,W,NA
Grevillea sessilis,F,W,NA
Grevillea shiressii,F,W,NA
Grevillea shuttleworthiana,F,W,NA
Grevillea singuliflora,F,W,NA
Grevillea sparsiflora,F,W,NA
Grevillea speciosa,F,W,No
Grevillea sphacelata,F,W,NA
Grevillea spinosa,F,W,NA
Grevillea spinosissima,F,W,NA
Grevillea squiresiae,F,W,NA
Grevillea steiglitziana,F,W,NA
Grevillea stenobotrya,F,W,NA
Grevillea stenogyne,F,NA,NA
Grevillea stenomera,F,W,NA
Grevillea stenostachya,F,W,NA
Grevillea striata,F,W,No
Grevillea subterlineata,F,W,NA
Grevillea subtiliflora,F,W,NA
Grevillea sulcata,F,W,NA
Grevillea synapheae,F,W,NA
Grevillea tenuiflora,F,W,NA
Grevillea tenuiloba,F,W,NA
Grevillea teretifolia,F,W,NA
Grevillea tetragonoloba,F,W,NA
Grevillea tetrapleura,F,W,NA
Grevillea thelemanniana,F,W,NA
Grevillea thyrsoides,F,W,NA
Grevillea trachytheca,F,W,NA
Grevillea treueriana,F,W,NA
Grevillea trifida,F,W,NA
Grevillea triloba,F,W,NA
Grevillea tripartita,F,W,NA
Grevillea triternata,F,W,NA
Grevillea umbellulata,F,W,NA
Grevillea uncinulata,F,W,NA
Grevillea uniformis,F,W,NA
Grevillea variifolia,F,W,NA
Grevillea velutinella,F,W,NA
Grevillea venusta,F,W,NA
Grevillea versicolor,F,W,NA
Grevillea vestita,F,W,NA
Grevillea victoriae,F,W,NA
Grevillea virgata,F,W,NA
Grevillea viridiflava,F,W,NA
Grevillea whiteana,F,W,NA
Grevillea wickhamii,F,W,NA
Grevillea wilkinsonii,F,W,NA
Grevillea williamsoni,F,NA,NA
Grevillea willisii,F,W,NA
Grevillea wilsonii,F,W,NA
Grevillea wiradjuri,F,W,NA
Grevillea wittweri,F,W,NA
Grevillea xiphoidea,F,W,NA
Grevillea yorkrakinensis,F,W,NA
Grevillea zygoloba,F,W,NA
Grewia abutilifolia,F,NA,NA
Grewia ambongensis,F,NA,NA
Grewia amplifolia,F,NA,NA
Grewia analamerensis,F,NA,NA
Grewia andramparo,F,NA,NA
Grewia androyensis,F,NA,NA
Grewia apetala,F,NA,NA
Grewia arborea,F,NA,NA
Grewia asiatica,F,W,No
Grewia avellana,F,NA,NA
Grewia baillonii,F,NA,NA
Grewia barombiensis,C,NA,NA
Grewia barorum,F,NA,NA
Grewia biloba,F,W,NA
Grewia bilocularis,F,NA,NA
Grewia botryantha,F,NA,NA
Grewia breviflora,F,NA,NA
Grewia brunnea,C,NA,NA
Grewia caffra,F,NA,NA
Grewia calvata,F,NA,NA
Grewia carpinifolia,C,NA,NA
Grewia chalybaea,F,NA,NA
Grewia chungii,F,NA,NA
Grewia cloiselii,F,NA,NA
Grewia concolor,C,NA,NA
Grewia coriacea,F,W,NA
Grewia crenata,F,W,NA
Grewia cuneifolia,F,NA,NA
Grewia cyclea,F,NA,NA
Grewia damine,F,NA,NA
Grewia delphinensis,F,NA,NA
Grewia diversipes,F,NA,NA
Grewia douliotii,F,NA,NA
Grewia eriocarpa,F,W,NA
Grewia erythraea,F,NA,NA
Grewia erythroxyloides,F,NA,NA
Grewia falcata,F,NA,NA
Grewia falcistipula,F,NA,NA
Grewia flava,F,W,No
Grewia flavescens,C,W,NA
Grewia franciscana,F,NA,NA
Grewia gamblei,F,NA,NA
Grewia gautieri,F,NA,NA
Grewia glandulosa,F,NA,NA
Grewia glyphaeoidcs,F,NA,NA
Grewia gracillima,F,NA,NA
Grewia grandidieri,F,NA,NA
Grewia grevei,F,NA,NA
Grewia helicterifolia,F,NA,NA
Grewia henryi,F,NA,NA
Grewia heterotricha,C,NA,NA
Grewia hexamita,F,NA,NA
Grewia hirsuta,F,NA,NA
Grewia hispida,F,NA,NA
Grewia hookeriana,C,NA,NA
Grewia hornbyi,F,NA,NA
Grewia humblotii,F,NA,NA
Grewia inaequilatera,F,NA,NA
Grewia kwangtungensis,C,NA,NA
Grewia lacei,F,NA,NA
Grewia laevigata,C,W,NA
Grewia lanceifolia,F,NA,NA
Grewia lapiazicola,F,NA,NA
Grewia lasiocarpa,C,NA,NA
Grewia latifolia,F,NA,NA
Grewia lavanalensis,F,NA,NA
Grewia leucophylla,F,NA,NA
Grewia luteiflora,F,NA,NA
Grewia madagascariensis,F,NA,NA
Grewia mahafaliensis,F,NA,NA
Grewia malacocarpa,C,NA,NA
Grewia manomboensis,C,NA,NA
Grewia manouriana,F,NA,NA
Grewia megalocarpa,C,NA,NA
Grewia meridionalis,F,NA,NA
Grewia microcyclea,F,NA,NA
Grewia microthyrsa,F,NA,NA
Grewia milleri,F,NA,NA
Grewia monantha,F,NA,NA
Grewia monticola,F,W,NA
Grewia multiflora,F,W,NA
Grewia nervosa,F,NA,NA
Grewia nitida,F,NA,NA
Grewia occidentalis,F,W,NA
Grewia oppositifolia,C,W,NA
Grewia optiva,F,NA,NA
Grewia orbiculata,F,NA,NA
Grewia orientalis,F,NA,NA
Grewia pachycalyx,F,NA,NA
Grewia palodensis,C,NA,NA
Grewia pandaica,F,NA,NA
Grewia permagna,F,NA,NA
Grewia perrieri,F,NA,NA
Grewia pervillei,F,NA,NA
Grewia picta,F,NA,NA
Grewia pinnatifida,F,W,NA
Grewia plagiophylla,F,W,NA
Grewia praecox,F,NA,NA
Grewia pulverulenta,F,NA,NA
Grewia rabehevitrae,C,NA,NA
Grewia radula,C,NA,NA
Grewia retinervis,F,NA,NA
Grewia retusifolia,F,NA,NA
Grewia rhomboides,F,NA,NA
Grewia ribesioides,F,NA,NA
Grewia robusta,F,NA,NA
Grewia rogersii,F,NA,NA
Grewia rufostellata,C,NA,NA
Grewia sahafariensis,F,NA,NA
Grewia sambiranensis,F,NA,NA
Grewia sapida,F,NA,NA
Grewia schinzii,F,NA,NA
Grewia serrulata,F,NA,NA
Grewia similis,F,W,NA
Grewia speciosa,F,NA,NA
Grewia stenophylla,F,NA,NA
